291,13,3.0
732,18,3.0
290,24,1.0
161,25,2.0
42,19,1.0
14,17,4.0
23,18,2.0
983,25,5.0
734,4,3.0
910,25,3.0
773,4,2.0
941,18,5.0
702,24,5.0
922,16,3.0
512,19,3.0
539,9,3.0
702,17,5.0
471,23,2.0
657,25,4.0
9,5,2.0
744,6,4.0
166,13,4.0
869,13,4.0
246,19,2.0
636,23,4.0
977,13,2.0
380,16,5.0
794,12,2.0
801,9,4.0
157,19,5.0
253,23,3.0
977,18,4.0
145,14,4.0
827,14,4.0
8,20,3.0
330,7,4.0
600,13,1.0
472,5,5.0
541,8,1.0
401,14,4.0
777,24,4.0
998,12,4.0
759,16,2.0
31,1,3.0
10,11,5.0
194,3,5.0
717,11,5.0
590,10,5.0
287,20,5.0
399,11,3.0
103,22,4.0
155,5,2.0
381,17,4.0
546,7,5.0
628,25,5.0
954,25,2.0
353,16,4.0
159,7,5.0
706,9,5.0
457,14,4.0
970,23,3.0
972,17,1.0
507,8,4.0
125,12,3.0
604,20,4.0
976,17,5.0
710,1,1.0
25,23,5.0
281,19,5.0
204,12,4.0
33,4,4.0
793,24,3.0
698,8,1.0
104,13,3.0
702,7,4.0
249,11,2.0
840,7,4.0
763,17,3.0
398,5,3.0
697,12,5.0
724,3,5.0
441,15,3.0
50,25,5.0
482,14,3.0
369,6,5.0
965,24,4.0
743,10,5.0
550,11,3.0
494,23,4.0
891,10,4.0
460,14,4.0
839,2,4.0
138,4,4.0
80,24,5.0
959,5,2.0
557,24,5.0
464,21,4.0
266,25,3.0
562,6,4.0
670,6,4.0
127,8,3.0
163,18,5.0
108,10,4.0
996,14,3.0
78,18,4.0
870,6,5.0
248,23,4.0
160,21,5.0
86,16,5.0
19,10,4.0
153,16,3.0
186,24,5.0
348,17,5.0
183,4,4.0
909,8,4.0
715,24,4.0
403,11,4.0
105,20,3.0
425,1,3.0
556,6,4.0
155,6,4.0
276,16,3.0
710,16,4.0
181,9,5.0
494,18,5.0
460,3,2.0
327,19,5.0
549,14,5.0
687,7,3.0
976,25,3.0
49,16,3.0
820,18,3.0
95,14,4.0
750,7,3.0
170,19,3.0
154,23,3.0
974,13,5.0
903,7,5.0
283,6,4.0
531,6,4.0
141,5,1.0
887,24,4.0
627,6,2.0
696,12,2.0
90,24,2.0
50,16,4.0
435,9,2.0
769,2,5.0
752,9,2.0
980,9,2.0
186,24,4.0
637,22,3.0
5,9,3.0
144,5,4.0
318,1,3.0
900,19,4.0
850,25,4.0
157,6,3.0
183,9,4.0
11,17,4.0
108,18,3.0
197,4,4.0
270,2,5.0
254,23,3.0
655,13,5.0
644,4,2.0
3,8,3.0
891,5,2.0
90,9,4.0
871,19,4.0
905,3,4.0
950,13,4.0
626,2,3.0
341,6,2.0
954,3,4.0
634,13,4.0
144,16,1.0
454,24,5.0
609,22,4.0
10,12,3.0
839,14,1.0
410,22,4.0
356,13,3.0
149,16,2.0
163,5,4.0
643,1,4.0
447,4,3.0
951,14,4.0
638,2,4.0
887,8,5.0
684,10,4.0
454,24,5.0
385,4,3.0
569,11,3.0
137,15,4.0
834,5,4.0
644,6,3.0
701,11,3.0
312,17,2.0
834,18,4.0
401,17,3.0
582,20,4.0
368,14,4.0
107,17,4.0
846,11,3.0
62,13,4.0
437,1,2.0
61,9,3.0
553,1,2.0
226,24,5.0
179,1,5.0
149,3,2.0
120,23,3.0
905,6,4.0
872,19,4.0
82,7,4.0
289,24,3.0
959,15,5.0
510,7,5.0
884,16,2.0
207,19,5.0
960,14,4.0
726,10,4.0
394,17,4.0
32,6,5.0
260,3,3.0
196,1,4.0
862,14,1.0
140,21,4.0
424,25,5.0
801,15,4.0
987,17,5.0
342,3,3.0
946,11,5.0
530,13,1.0
287,7,4.0
985,22,3.0
118,19,2.0
180,23,2.0
22,20,2.0
969,22,4.0
372,14,4.0
81,16,4.0
557,17,5.0
641,25,1.0
724,1,4.0
835,1,2.0
705,3,4.0
334,9,3.0
197,13,4.0
889,6,4.0
658,25,5.0
43,13,3.0
559,10,3.0
54,3,3.0
485,1,4.0
718,2,4.0
498,18,3.0
400,17,3.0
331,21,3.0
748,6,3.0
288,21,5.0
763,1,5.0
656,13,2.0
439,4,2.0
56,14,4.0
872,9,5.0
625,10,4.0
793,24,3.0
967,6,2.0
317,4,4.0
173,1,1.0
730,17,4.0
694,9,5.0
296,8,3.0
483,13,4.0
822,21,2.0
523,2,4.0
647,4,5.0
559,11,4.0
752,25,4.0
914,17,1.0
366,1,1.0
328,19,4.0
373,24,3.0
979,5,3.0
520,19,4.0
578,5,1.0
105,22,5.0
677,3,5.0
443,15,3.0
504,15,4.0
651,21,5.0
674,18,1.0
278,6,5.0
442,5,3.0
668,11,5.0
435,5,4.0
285,19,4.0
191,1,2.0
198,2,3.0
566,19,5.0
566,24,2.0
380,20,1.0
698,5,3.0
478,7,3.0
487,6,5.0
494,20,4.0
684,18,4.0
746,6,5.0
96,14,3.0
356,12,3.0
457,18,3.0
445,22,5.0
812,23,3.0
714,12,4.0
837,3,5.0
297,14,5.0
409,25,2.0
835,24,3.0
120,24,4.0
897,9,5.0
593,23,5.0
602,9,4.0
470,20,2.0
765,16,5.0
118,7,5.0
187,11,5.0
738,3,3.0
692,6,3.0
123,21,4.0
453,25,1.0
390,16,3.0
202,5,4.0
149,21,4.0
598,16,5.0
224,10,3.0
839,12,4.0
961,19,4.0
477,19,2.0
684,5,3.0
570,19,3.0
507,24,1.0
252,13,3.0
441,1,3.0
668,8,3.0
416,10,4.0
255,23,5.0
227,2,3.0
437,14,2.0
373,5,5.0
238,21,4.0
790,20,4.0
717,15,1.0
468,21,3.0
173,8,4.0
523,15,5.0
107,21,3.0
844,22,2.0
884,13,5.0
310,22,4.0
37,4,4.0
488,23,3.0
309,9,4.0
643,15,3.0
353,6,4.0
357,4,3.0
933,18,5.0
184,19,5.0
452,8,3.0
449,9,4.0
681,5,3.0
87,3,5.0
792,21,3.0
693,18,3.0
896,20,3.0
540,8,4.0
222,9,2.0
322,9,4.0
278,14,2.0
945,19,3.0
329,20,4.0
420,14,4.0
215,22,2.0
986,12,3.0
69,9,3.0
542,23,3.0
265,8,3.0
172,13,4.0
8,1,3.0
772,5,5.0
693,15,5.0
506,2,2.0
629,21,3.0
456,24,4.0
85,16,4.0
703,23,4.0
13,12,5.0
199,6,4.0
676,20,3.0
734,14,5.0
968,8,3.0
811,21,5.0
376,14,3.0
970,8,5.0
213,12,3.0
908,14,2.0
341,11,1.0
778,5,1.0
259,11,4.0
674,24,3.0
51,14,2.0
555,11,3.0
783,8,3.0
211,3,4.0
56,5,4.0
391,20,3.0
386,22,5.0
655,25,5.0
579,11,3.0
776,3,4.0
336,19,4.0
912,3,2.0
981,18,5.0
808,25,2.0
157,13,3.0
357,20,3.0
689,21,4.0
532,25,4.0
791,18,4.0
732,25,3.0
59,10,2.0
430,23,4.0
657,20,3.0
480,19,5.0
742,7,5.0
754,23,2.0
535,1,4.0
446,18,5.0
656,24,4.0
423,2,5.0
341,20,5.0
247,23,3.0
620,7,4.0
425,24,2.0
412,16,4.0
428,6,4.0
221,8,1.0
95,14,4.0
618,24,4.0
226,18,3.0
589,24,5.0
447,22,2.0
732,14,3.0
251,21,5.0
72,7,3.0
25,11,4.0
746,21,4.0
42,6,3.0
276,12,3.0
81,24,4.0
289,19,5.0
834,2,2.0
674,20,1.0
937,19,3.0
700,6,2.0
11,23,4.0
222,10,2.0
292,15,2.0
197,2,5.0
320,11,5.0
232,19,2.0
606,7,4.0
76,9,4.0
529,14,4.0
488,2,4.0
968,1,1.0
307,9,5.0
22,16,4.0
423,13,4.0
900,25,3.0
291,13,4.0
703,23,2.0
39,2,4.0
949,16,3.0
98,17,4.0
574,16,3.0
250,16,4.0
760,21,3.0
295,4,4.0
265,8,3.0
669,13,3.0
249,20,4.0
818,24,5.0
717,16,5.0
950,21,3.0
254,15,4.0
391,7,5.0
336,8,4.0
192,11,5.0
224,25,4.0
484,6,3.0
879,25,3.0
914,2,5.0
573,16,4.0
105,24,4.0
562,16,2.0
240,8,4.0
396,14,3.0
146,11,4.0
314,24,4.0
617,19,2.0
323,20,5.0
708,20,3.0
131,16,3.0
151,2,4.0
19,11,3.0
755,1,4.0
130,16,4.0
727,25,2.0
287,13,3.0
937,9,2.0
820,16,4.0
872,25,4.0
730,21,3.0
757,18,2.0
882,19,2.0
806,9,3.0
356,5,1.0
846,12,1.0
815,21,3.0
442,5,1.0
811,23,4.0
352,8,4.0
834,21,2.0
638,7,4.0
211,6,3.0
227,9,4.0
896,4,3.0
863,22,4.0
556,24,1.0
679,9,1.0
622,25,3.0
704,2,5.0
237,16,5.0
578,25,3.0
597,23,3.0
551,23,4.0
539,11,4.0
912,1,4.0
115,8,2.0
773,20,3.0
537,25,3.0
262,3,4.0
898,22,1.0
814,23,4.0
780,14,3.0
913,15,4.0
925,9,4.0
494,10,5.0
461,10,2.0
497,16,4.0
286,16,3.0
516,23,3.0
149,6,3.0
855,6,5.0
105,3,2.0
365,22,4.0
23,15,3.0
562,21,3.0
401,9,2.0
396,19,4.0
457,6,3.0
982,14,2.0
290,13,3.0
889,17,3.0
904,24,4.0
629,20,4.0
376,5,3.0
695,12,5.0
521,11,2.0
633,10,4.0
628,21,3.0
129,15,1.0
329,25,3.0
320,20,4.0
602,6,4.0
846,10,4.0
464,16,4.0
184,24,5.0
247,16,2.0
326,24,4.0
437,11,3.0
615,18,3.0
200,7,3.0
792,22,1.0
291,24,4.0
904,25,5.0
27,15,4.0
550,20,5.0
798,13,5.0
992,1,3.0
591,19,5.0
116,15,2.0
460,23,2.0
616,16,3.0
95,14,4.0
603,16,3.0
685,21,3.0
28,19,1.0
625,25,4.0
576,9,1.0
404,25,5.0
398,24,4.0
569,21,4.0
187,24,1.0
422,6,1.0
722,24,5.0
176,2,5.0
129,7,4.0
811,25,4.0
785,12,5.0
397,4,4.0
793,10,3.0
904,1,1.0
490,24,1.0
474,2,4.0
666,21,2.0
842,8,5.0
727,11,5.0
7,12,4.0
747,13,4.0
533,8,4.0
78,4,4.0
686,21,3.0
726,6,5.0
881,1,5.0
627,18,4.0
535,21,5.0
976,6,5.0
737,9,4.0
144,12,4.0
734,11,1.0
359,18,4.0
679,1,3.0
413,24,4.0
677,4,4.0
899,7,4.0
403,6,4.0
654,13,3.0
304,20,3.0
233,6,3.0
9,7,5.0
569,2,2.0
585,15,5.0
450,21,2.0
511,25,3.0
936,17,4.0
287,1,3.0
561,23,5.0
226,9,2.0
836,11,4.0
524,9,3.0
141,4,4.0
477,11,3.0
532,21,2.0
779,22,1.0
187,16,2.0
714,16,5.0
762,2,4.0
651,1,5.0
63,22,5.0
374,11,4.0
651,16,1.0
331,3,3.0
960,25,4.0
149,4,4.0
22,5,5.0
962,15,4.0
183,16,2.0
678,13,5.0
703,10,4.0
904,6,5.0
25,3,4.0
377,24,5.0
933,7,4.0
245,6,4.0
793,21,5.0
275,11,3.0
483,19,4.0
299,1,3.0
430,12,4.0
681,9,5.0
50,25,4.0
577,17,4.0
663,25,5.0
148,9,5.0
628,23,4.0
615,19,4.0
920,7,4.0
73,6,4.0
68,16,2.0
810,21,4.0
187,13,5.0
963,8,3.0
79,14,4.0
66,4,4.0
103,10,3.0
951,19,3.0
556,22,4.0
367,21,3.0
559,17,4.0
614,9,5.0
612,10,2.0
841,8,5.0
270,5,3.0
797,14,4.0
793,6,4.0
702,13,5.0
797,9,5.0
409,21,4.0
408,25,3.0
85,13,2.0
364,16,5.0
253,11,5.0
921,15,3.0
898,15,4.0
793,16,3.0
836,23,2.0
989,17,3.0
994,5,2.0
419,1,4.0
911,12,4.0
560,13,4.0
547,17,4.0
908,22,3.0
801,1,5.0
148,11,2.0
830,15,3.0
576,17,3.0
662,23,5.0
981,25,5.0
728,2,3.0
209,9,4.0
465,9,5.0
23,17,4.0
672,23,5.0
761,8,3.0
429,19,3.0
433,13,1.0
926,9,4.0
109,15,4.0
306,17,1.0
181,20,2.0
379,2,3.0
643,20,4.0
700,8,5.0
371,14,3.0
173,25,3.0
208,5,3.0
515,17,3.0
605,2,5.0
178,16,3.0
393,16,4.0
759,2,5.0
219,25,5.0
478,24,4.0
820,10,3.0
207,16,4.0
34,11,3.0
739,21,3.0
736,20,5.0
149,5,5.0
751,13,5.0
336,6,5.0
195,9,5.0
373,14,2.0
784,23,1.0
727,9,4.0
463,23,4.0
972,11,2.0
266,20,5.0
544,10,2.0
544,9,4.0
345,24,1.0
431,8,4.0
735,17,3.0
710,11,1.0
364,8,4.0
342,18,4.0
281,17,4.0
594,3,3.0
196,25,1.0
196,2,5.0
543,3,3.0
508,13,5.0
365,11,5.0
733,8,1.0
930,21,5.0
522,24,4.0
310,25,3.0
220,16,3.0
924,6,4.0
491,22,4.0
463,21,5.0
362,19,1.0
16,13,4.0
564,19,4.0
805,7,2.0
107,5,4.0
803,11,4.0
145,20,2.0
645,6,5.0
410,11,1.0
6,3,1.0
676,10,4.0
705,4,4.0
243,20,2.0
823,24,5.0
515,12,4.0
302,5,4.0
310,25,5.0
23,22,2.0
326,22,3.0
788,4,4.0
759,17,5.0
33,9,5.0
485,25,3.0
985,19,2.0
763,24,4.0
422,20,4.0
836,25,3.0
104,18,5.0
260,20,4.0
53,6,4.0
140,10,3.0
315,18,1.0
792,18,4.0
125,21,3.0
856,16,4.0
333,10,3.0
993,25,5.0
949,10,5.0
886,21,5.0
814,17,3.0
98,22,4.0
76,18,4.0
272,3,3.0
369,4,5.0
461,7,5.0
539,14,5.0
872,21,4.0
835,1,5.0
130,18,4.0
203,13,3.0
5,13,4.0
90,8,4.0
960,2,4.0
270,20,5.0
924,16,5.0
786,23,3.0
294,15,5.0
844,22,3.0
173,21,1.0
219,3,2.0
746,23,5.0
639,22,4.0
553,13,1.0
540,5,4.0
670,23,3.0
460,21,5.0
670,19,3.0
50,1,4.0
437,20,3.0
91,8,1.0
998,13,2.0
285,3,3.0
424,17,2.0
299,19,4.0
801,3,3.0
323,16,1.0
725,4,4.0
89,21,5.0
367,20,4.0
236,17,5.0
802,16,4.0
137,20,3.0
514,7,5.0
596,2,5.0
426,7,4.0
290,2,2.0
194,21,5.0
986,2,4.0
740,16,4.0
596,24,2.0
